bn,b,h,t
4,2,74,17
9,3,74,17
3,4,74,17
0,5,74,17
1,6,74,17
1,7,74,17
2,8,74,17
1,9,74,17
12,10,74,17
3,11,74,17
0,12,74,17
2,13,74,17
0,14,74,17
0,15,74,17
4,16,74,17
1,17,74,17
0,18,74,17
0,19,74,17
0,20,74,17
0,21,74,17
3,22,74,17
0,23,74,17
0,24,74,17
0,25,74,17
2,26,74,17
0,27,74,17
0,28,74,17
0,29,74,17
0,30,74,17
0,31,74,17
1,1,75,17
3,2,75,17
8,3,75,17
5,4,75,17
0,5,75,17
2,6,75,17
0,7,75,17
4,8,75,17
1,9,75,17
10,10,75,17
3,11,75,17
0,12,75,17
1,13,75,17
0,14,75,17
0,15,75,17
2,16,75,17
5,17,75,17
0,18,75,17
0,19,75,17
0,20,75,17
0,21,75,17
2,22,75,17
0,23,75,17
0,24,75,17
0,25,75,17
2,26,75,17
0,27,75,17
0,28,75,17
0,29,75,17
0,30,75,17
0,31,75,17
2,1,76,17
7,2,76,17
9,3,76,17
3,4,76,17
0,5,76,17
3,6,76,17
1,7,76,17
2,8,76,17
0,9,76,17
10,10,76,17
0,11,76,17
0,12,76,17
2,13,76,17
0,14,76,17
0,15,76,17
2,16,76,17
2,17,76,17
0,18,76,17
0,19,76,17
0,20,76,17
0,21,76,17
6,22,76,17
0,23,76,17
0,24,76,17
0,25,76,17
0,26,76,17
0,27,76,17
0,28,76,17
0,29,76,17
0,30,76,17
0,31,76,17
1,1,77,17
4,2,77,17
7,3,77,17
4,4,77,17
1,5,77,17
1,6,77,17
1,7,77,17
3,8,77,17
0,9,77,17
10,10,77,17
3,11,77,17
0,12,77,17
3,13,77,17
0,14,77,17
0,15,77,17
2,16,77,17
1,17,77,17
0,18,77,17
0,19,77,17
0,20,77,17
0,21,77,17
4,22,77,17
0,23,77,17
0,24,77,17
0,25,77,17
4,26,77,17
0,27,77,17
0,28,77,17
0,29,77,17
0,30,77,17
0,31,77,17
3,1,78,17
4,2,78,17
7,3,78,17
5,4,78,17
0,5,78,17
1,6,78,17
1,7,78,17
4,8,78,17
0,9,78,17
12,10,78,17
1,11,78,17
0,12,78,17
1,13,78,17
0,14,78,17
1,15,78,17
2,16,78,17
4,17,78,17
0,18,78,17
1,19,78,17
0,20,78,17
0,21,78,17
0,22,78,17
1,23,78,17
0,24,78,17
0,25,78,17
1,26,78,17
0,27,78,17
0,28,78,17
0,29,78,17
0,30,78,17
0,31,78,17
3,1,79,17
3,2,79,17
8,3,79,17
3,4,79,17
0,5,79,17
4,6,79,17
1,7,79,17
1,8,79,17
0,9,79,17
14,10,79,17
4,11,79,17
0,12,79,17
1,13,79,17
0,14,79,17
0,15,79,17
0,16,79,17
1,17,79,17
0,18,79,17
0,19,79,17
0,20,79,17
0,21,79,17
1,22,79,17
1,23,79,17
0,24,79,17
0,25,79,17
4,26,79,17
0,27,79,17
0,28,79,17
0,29,79,17
0,30,79,17
0,31,79,17
2,1,80,17
1,2,80,17
11,3,80,17
5,4,80,17
0,5,80,17
0,6,80,17
1,7,80,17
2,8,80,17
0,9,80,17
14,10,80,17
4,11,80,17
0,12,80,17
1,13,80,17
0,14,80,17
0,15,80,17
3,16,80,17
2,17,80,17
0,18,80,17
0,19,80,17
0,20,80,17
0,21,80,17
1,22,80,17
0,23,80,17
0,24,80,17
0,25,80,17
2,26,80,17
0,27,80,17
0,28,80,17
0,29,80,17
0,30,80,17
0,31,80,17
1,1,81,17
3,2,81,17
7,3,81,17
3,4,81,17
0,5,81,17
3,6,81,17
2,7,81,17
4,8,81,17
0,9,81,17
15,10,81,17
0,11,81,17
1,12,81,17
1,13,81,17
0,14,81,17
0,15,81,17
0,16,81,17
3,17,81,17
0,18,81,17
1,19,81,17
0,20,81,17
0,21,81,17
2,22,81,17
2,23,81,17
0,24,81,17
0,25,81,17
1,26,81,17
0,27,81,17
0,28,81,17
0,29,81,17
0,30,81,17
0,31,81,17
1,1,82,17
5,2,82,17
8,3,82,17
4,4,82,17
0,5,82,17
4,6,82,17
1,7,82,17
5,8,82,17
0,9,82,17
13,10,82,17
0,11,82,17
0,12,82,17
0,13,82,17
0,14,82,17
0,15,82,17
3,16,82,17
2,17,82,17
0,18,82,17
1,19,82,17
0,20,82,17
0,21,82,17
2,22,82,17
0,23,82,17
0,24,82,17
0,25,82,17
0,26,82,17
0,27,82,17
0,28,82,17
0,29,82,17
0,30,82,17
0,31,82,17
2,1,83,17
8,2,83,17
5,3,83,17
4,4,83,17
0,5,83,17
1,6,83,17
0,7,83,17
3,8,83,17
0,9,83,17
9,10,83,17
5,11,83,17
0,12,83,17
0,13,83,17
0,14,83,17
0,15,83,17
0,16,83,17
4,17,83,17
0,18,83,17
0,19,83,17
0,20,83,17
1,21,83,17
1,22,83,17
1,23,83,17
0,24,83,17
0,25,83,17
5,26,83,17
0,27,83,17
0,28,83,17
0,29,83,17
0,30,83,17
0,31,83,17
2,1,84,17
6,2,84,17
6,3,84,17
2,4,84,17
2,5,84,17
4,6,84,17
0,7,84,17
0,8,84,17
0,9,84,17
10,10,84,17
3,11,84,17
0,12,84,17
1,13,84,17
0,14,84,17
0,15,84,17
3,16,84,17
1,17,84,17
0,18,84,17
1,19,84,17
0,20,84,17
0,21,84,17
6,22,84,17
0,23,84,17
0,24,84,17
0,25,84,17
2,26,84,17
0,27,84,17
0,28,84,17
0,29,84,17
0,30,84,17
0,31,84,17
0,1,85,17
8,2,85,17
6,3,85,17
7,4,85,17
0,5,85,17
2,6,85,17
0,7,85,17
3,8,85,17
0,9,85,17
9,10,85,17
0,11,85,17
0,12,85,17
1,13,85,17
0,14,85,17
0,15,85,17
2,16,85,17
3,17,85,17
1,18,85,17
1,19,85,17
0,20,85,17
0,21,85,17
5,22,85,17
0,23,85,17
0,24,85,17
0,25,85,17
1,26,85,17
0,27,85,17
0,28,85,17
0,29,85,17
0,30,85,17
0,31,85,17
1,1,86,17
8,2,86,17
9,3,86,17
2,4,86,17
0,5,86,17
4,6,86,17
1,7,86,17
1,8,86,17
0,9,86,17
12,10,86,17
0,11,86,17
0,12,86,17
1,13,86,17
1,14,86,17
0,15,86,17
3,16,86,17
2,17,86,17
0,18,86,17
0,19,86,17
0,20,86,17
0,21,86,17
2,22,86,17
0,23,86,17
0,24,86,17
0,25,86,17
2,26,86,17
0,27,86,17
0,28,86,17
0,29,86,17
0,30,86,17
0,31,86,17
1,1,87,17
7,2,87,17
9,3,87,17
5,4,87,17
0,5,87,17
2,6,87,17
0,7,87,17
1,8,87,17
0,9,87,17
15,10,87,17
2,11,87,17
1,12,87,17
2,13,87,17
0,14,87,17
0,15,87,17
1,16,87,17
3,17,87,17
0,18,87,17
0,19,87,17
0,20,87,17
0,21,87,17
0,22,87,17
0,23,87,17
0,24,87,17
0,25,87,17
0,26,87,17
0,27,87,17
0,28,87,17
0,29,87,17
0,30,87,17
0,31,87,17
2,1,88,17
5,2,88,17
4,3,88,17
4,4,88,17
0,5,88,17
3,6,88,17
1,7,88,17
2,8,88,17
0,9,88,17
14,10,88,17
1,11,88,17
1,12,88,17
2,13,88,17
0,14,88,17
0,15,88,17
2,16,88,17
4,17,88,17
0,18,88,17
2,19,88,17
0,20,88,17
0,21,88,17
2,22,88,17
0,23,88,17
0,24,88,17
0,25,88,17
0,26,88,17
0,27,88,17
0,28,88,17
0,29,88,17
0,30,88,17
0,31,88,17
0,1,89,17
6,2,89,17
9,3,89,17
4,4,89,17
0,5,89,17
1,6,89,17
2,7,89,17
2,8,89,17
0,9,89,17
11,10,89,17
4,11,89,17
0,12,89,17
2,13,89,17
0,14,89,17
0,15,89,17
1,16,89,17
0,17,89,17
0,18,89,17
2,19,89,17
0,20,89,17
0,21,89,17
4,22,89,17
0,23,89,17
0,24,89,17
0,25,89,17
1,26,89,17
0,27,89,17
0,28,89,17
0,29,89,17
0,30,89,17
0,31,89,17
2,1,90,17
5,2,90,17
9,3,90,17
5,4,90,17
1,5,90,17
2,6,90,17
1,7,90,17
0,8,90,17
0,9,90,17
10,10,90,17
2,11,90,17
0,12,90,17
3,13,90,17
0,14,90,17
0,15,90,17
2,16,90,17
1,17,90,17
0,18,90,17
0,19,90,17
0,20,90,17
0,21,90,17
1,22,90,17
1,23,90,17
0,24,90,17
0,25,90,17
4,26,90,17
0,27,90,17
0,28,90,17
0,29,90,17
0,30,90,17
0,31,90,17
2,1,91,17
4,2,91,17
12,3,91,17
5,4,91,17
0,5,91,17
1,6,91,17
1,7,91,17
2,8,91,17
0,9,91,17
8,10,91,17
2,11,91,17
0,12,91,17
4,13,91,17
0,14,91,17
0,15,91,17
2,16,91,17
2,17,91,17
0,18,91,17
2,19,91,17
0,20,91,17
0,21,91,17
1,22,91,17
0,23,91,17
0,24,91,17
0,25,91,17
1,26,91,17
0,27,91,17
0,28,91,17
0,29,91,17
0,30,91,17
0,31,91,17
1,1,92,17
3,2,92,17
7,3,92,17
8,4,92,17
1,5,92,17
4,6,92,17
0,7,92,17
2,8,92,17
0,9,92,17
14,10,92,17
2,11,92,17
0,12,92,17
2,13,92,17
0,14,92,17
0,15,92,17
1,16,92,17
1,17,92,17
0,18,92,17
1,19,92,17
0,20,92,17
0,21,92,17
2,22,92,17
0,23,92,17
0,24,92,17
0,25,92,17
0,26,92,17
0,27,92,17
0,28,92,17
0,29,92,17
0,30,92,17
0,31,92,17
1,1,93,17
5,2,93,17
12,3,93,17
5,4,93,17
0,5,93,17
2,6,93,17
3,7,93,17
0,8,93,17
0,9,93,17
10,10,93,17
2,11,93,17
0,12,93,17
1,13,93,17
0,14,93,17
0,15,93,17
0,16,93,17
4,17,93,17
0,18,93,17
2,19,93,17
0,20,93,17
0,21,93,17
2,22,93,17
0,23,93,17
0,24,93,17
0,25,93,17
0,26,93,17
0,27,93,17
0,28,93,17
0,29,93,17
0,30,93,17
0,31,93,17
1,1,94,17
4,2,94,17
9,3,94,17
1,4,94,17
0,5,94,17
4,6,94,17
0,7,94,17
0,8,94,17
0,9,94,17
15,10,94,17
4,11,94,17
0,12,94,17
3,13,94,17
0,14,94,17
0,15,94,17
1,16,94,17
4,17,94,17
0,18,94,17
0,19,94,17
0,20,94,17
0,21,94,17
2,22,94,17
0,23,94,17
0,24,94,17
0,25,94,17
1,26,94,17
0,27,94,17
0,28,94,17
0,29,94,17
0,30,94,17
0,31,94,17
2,1,95,17
2,2,95,17
10,3,95,17
4,4,95,17
1,5,95,17
1,6,95,17
0,7,95,17
4,8,95,17
0,9,95,17
11,10,95,17
2,11,95,17
0,12,95,17
0,13,95,17
1,14,95,17
0,15,95,17
1,16,95,17
2,17,95,17
0,18,95,17
2,19,95,17
0,20,95,17
0,21,95,17
3,22,95,17
0,23,95,17
0,24,95,17
0,25,95,17
2,26,95,17
0,27,95,17
1,28,95,17
0,29,95,17
0,30,95,17
0,31,95,17
2,1,96,17
3,2,96,17
6,3,96,17
4,4,96,17
0,5,96,17
2,6,96,17
1,7,96,17
2,8,96,17
0,9,96,17
13,10,96,17
3,11,96,17
0,12,96,17
3,13,96,17
1,14,96,17
0,15,96,17
1,16,96,17
4,17,96,17
0,18,96,17
0,19,96,17
0,20,96,17
0,21,96,17
3,22,96,17
0,23,96,17
0,24,96,17
0,25,96,17
1,26,96,17
0,27,96,17
0,28,96,17
0,29,96,17
0,30,96,17
0,31,96,17
0,1,97,17
7,2,97,17
9,3,97,17
1,4,97,17
0,5,97,17
4,6,97,17
1,7,97,17
5,8,97,17
0,9,97,17
9,10,97,17
2,11,97,17
0,12,97,17
3,13,97,17
0,14,97,17
0,15,97,17
4,16,97,17
2,17,97,17
0,18,97,17
1,19,97,17
0,20,97,17
0,21,97,17
0,22,97,17
0,23,97,17
0,24,97,17
0,25,97,17
1,26,97,17
0,27,97,17
0,28,97,17
0,29,97,17
0,30,97,17
0,31,97,17
1,1,98,17
6,2,98,17
8,3,98,17
3,4,98,17
0,5,98,17
1,6,98,17
0,7,98,17
3,8,98,17
0,9,98,17
10,10,98,17
1,11,98,17
0,12,98,17
2,13,98,17
0,14,98,17
1,15,98,17
4,16,98,17
3,17,98,17
0,18,98,17
0,19,98,17
0,20,98,17
0,21,98,17
3,22,98,17
0,23,98,17
0,24,98,17
0,25,98,17
3,26,98,17
0,27,98,17
0,28,98,17
0,29,98,17
0,30,98,17
0,31,98,17
2,1,99,17
6,2,99,17
8,3,99,17
3,4,99,17
1,5,99,17
1,6,99,17
0,7,99,17
0,8,99,17
0,9,99,17
13,10,99,17
0,11,99,17
1,12,99,17
5,13,99,17
0,14,99,17
0,15,99,17
2,16,99,17
1,17,99,17
0,18,99,17
0,19,99,17
0,20,99,17
0,21,99,17
3,22,99,17
1,23,99,17
0,24,99,17
0,25,99,17
2,26,99,17
0,27,99,17
0,28,99,17
0,29,99,17
0,30,99,17
0,31,99,17
1,1,100,17
5,2,100,17
7,3,100,17
3,4,100,17
0,5,100,17
1,6,100,17
2,7,100,17
2,8,100,17
0,9,100,17
15,10,100,17
4,11,100,17
0,12,100,17
0,13,100,17
0,14,100,17
0,15,100,17
2,16,100,17
2,17,100,17
0,18,100,17
0,19,100,17
0,20,100,17
0,21,100,17
2,22,100,17
1,23,100,17
0,24,100,17
0,25,100,17
1,26,100,17
0,27,100,17
1,28,100,17
0,29,100,17
0,30,100,17
0,31,100,17
3,1,1,18
0,2,1,18
0,3,1,18
3,4,1,18
2,5,1,18
0,6,1,18
0,7,1,18
5,8,1,18
0,9,1,18
0,10,1,18
0,11,1,18
0,12,1,18
4,13,1,18
0,14,1,18
0,15,1,18
0,16,1,18
0,17,1,18
0,18,1,18
4,19,1,18
1,20,1,18
0,21,1,18
1,22,1,18
0,23,1,18
0,24,1,18
0,25,1,18
0,26,1,18
0,27,1,18
0,28,1,18
0,29,1,18
0,30,1,18
0,31,1,18
5,1,2,18
0,2,2,18
1,3,2,18
7,4,2,18
0,5,2,18
0,6,2,18
0,7,2,18
2,8,2,18
0,9,2,18
0,10,2,18
0,11,2,18
0,12,2,18
4,13,2,18
0,14,2,18
1,15,2,18
0,16,2,18
0,17,2,18
0,18,2,18
0,19,2,18
0,20,2,18
0,21,2,18
0,22,2,18
0,23,2,18
0,24,2,18
2,25,2,18
1,26,2,18
0,27,2,18
0,28,2,18
0,29,2,18
0,30,2,18
0,31,2,18
3,1,3,18
0,2,3,18
1,3,3,18
8,4,3,18
0,5,3,18
0,6,3,18
0,7,3,18
4,8,3,18
1,9,3,18
0,10,3,18
0,11,3,18
0,12,3,18
3,13,3,18
1,14,3,18
1,15,3,18
0,16,3,18
0,17,3,18
0,18,3,18
1,19,3,18
0,20,3,18
0,21,3,18
0,22,3,18
0,23,3,18
0,24,3,18
0,25,3,18
0,26,3,18
0,27,3,18
0,28,3,18
0,29,3,18
0,30,3,18
0,31,3,18
2,1,4,18
0,2,4,18
0,3,4,18
4,4,4,18
1,5,4,18
0,6,4,18
2,7,4,18
6,8,4,18
1,9,4,18
0,10,4,18
0,11,4,18
0,12,4,18
3,13,4,18
1,14,4,18
1,15,4,18
0,16,4,18
0,17,4,18
0,18,4,18
1,19,4,18
0,20,4,18
0,21,4,18
0,22,4,18
0,23,4,18
0,24,4,18
1,25,4,18
0,26,4,18
0,27,4,18
0,28,4,18
0,29,4,18
0,30,4,18
0,31,4,18
7,1,5,18
0,2,5,18
0,3,5,18
3,4,5,18
1,5,5,18
0,6,5,18
0,7,5,18
5,8,5,18
0,9,5,18
0,10,5,18
0,11,5,18
0,12,5,18
4,13,5,18
0,14,5,18
0,15,5,18
0,16,5,18
0,17,5,18
0,18,5,18
1,19,5,18
0,20,5,18
0,21,5,18
0,22,5,18
0,23,5,18
0,24,5,18
2,25,5,18
0,26,5,18
0,27,5,18
0,28,5,18
0,29,5,18
0,30,5,18
0,31,5,18
2,1,6,18
0,2,6,18
1,3,6,18
6,4,6,18
1,5,6,18
0,6,6,18
1,7,6,18
4,8,6,18
0,9,6,18
0,10,6,18
0,11,6,18
0,12,6,18
5,13,6,18
0,14,6,18
0,15,6,18
0,16,6,18
1,17,6,18
0,18,6,18
1,19,6,18
0,20,6,18
0,21,6,18
0,22,6,18
0,23,6,18
0,24,6,18
1,25,6,18
0,26,6,18
0,27,6,18
0,28,6,18
0,29,6,18
0,30,6,18
0,31,6,18
8,1,7,18
0,2,7,18
0,3,7,18
3,4,7,18
0,5,7,18
0,6,7,18
0,7,7,18
6,8,7,18
0,9,7,18
0,10,7,18
0,11,7,18
0,12,7,18
2,13,7,18
0,14,7,18
1,15,7,18
0,16,7,18
0,17,7,18
0,18,7,18
1,19,7,18
1,20,7,18
0,21,7,18
0,22,7,18
0,23,7,18
0,24,7,18
1,25,7,18
0,26,7,18
0,27,7,18
0,28,7,18
0,29,7,18
0,30,7,18
0,31,7,18
0,1,8,18
0,2,8,18
0,3,8,18
5,4,8,18
0,5,8,18
0,6,8,18
0,7,8,18
6,8,8,18
1,9,8,18
0,10,8,18
0,11,8,18
0,12,8,18
4,13,8,18
1,14,8,18
3,15,8,18
0,16,8,18
0,17,8,18
0,18,8,18
3,19,8,18
0,20,8,18
0,21,8,18
0,22,8,18
0,23,8,18
0,24,8,18
0,25,8,18
0,26,8,18
0,27,8,18
0,28,8,18
0,29,8,18
0,30,8,18
0,31,8,18
3,1,9,18
0,2,9,18
1,3,9,18
4,4,9,18
0,5,9,18
1,6,9,18
0,7,9,18
4,8,9,18
0,9,9,18
0,10,9,18
0,11,9,18
0,12,9,18
2,13,9,18
0,14,9,18
3,15,9,18
0,16,9,18
0,17,9,18
1,18,9,18
2,19,9,18
0,20,9,18
0,21,9,18
0,22,9,18
0,23,9,18
0,24,9,18
1,25,9,18
1,26,9,18
0,27,9,18
0,28,9,18
0,29,9,18
0,30,9,18
0,31,9,18
2,1,10,18
0,2,10,18
0,3,10,18
5,4,10,18
0,5,10,18
0,6,10,18
0,7,10,18
9,8,10,18
0,9,10,18
0,10,10,18
0,11,10,18
0,12,10,18
4,13,10,18
1,14,10,18
0,15,10,18
0,16,10,18
0,17,10,18
0,18,10,18
1,19,10,18
0,20,10,18
0,21,10,18
0,22,10,18
0,23,10,18
0,24,10,18
0,25,10,18
0,26,10,18
0,27,10,18
0,28,10,18
1,29,10,18
0,30,10,18
0,31,10,18
0,1,11,18
0,2,11,18
0,3,11,18
6,4,11,18
2,5,11,18
0,6,11,18
3,7,11,18
8,8,11,18
0,9,11,18
0,10,11,18
0,11,11,18
1,12,11,18
0,13,11,18
0,14,11,18
1,15,11,18
0,16,11,18
0,17,11,18
0,18,11,18
1,19,11,18
0,20,11,18
0,21,11,18
0,22,11,18
0,23,11,18
0,24,11,18
1,25,11,18
0,26,11,18
0,27,11,18
0,28,11,18
0,29,11,18
0,30,11,18
0,31,11,18
3,1,12,18
0,2,12,18
0,3,12,18
6,4,12,18
0,5,12,18
0,6,12,18
0,7,12,18
8,8,12,18
1,9,12,18
0,10,12,18
0,11,12,18
0,12,12,18
3,13,12,18
0,14,12,18
0,15,12,18
0,16,12,18
0,17,12,18
0,18,12,18
1,19,12,18
0,20,12,18
0,21,12,18
0,22,12,18
0,23,12,18
0,24,12,18
1,25,12,18
0,26,12,18
0,27,12,18
0,28,12,18
0,29,12,18
0,30,12,18
0,31,12,18
3,1,13,18
0,2,13,18
0,3,13,18
5,4,13,18
1,5,13,18
0,6,13,18
1,7,13,18
2,8,13,18
0,9,13,18
0,10,13,18
0,11,13,18
1,12,13,18
1,13,13,18
0,14,13,18
2,15,13,18
0,16,13,18
0,17,13,18
0,18,13,18
7,19,13,18
0,20,13,18
0,21,13,18
0,22,13,18
0,23,13,18
0,24,13,18
0,25,13,18
0,26,13,18
0,27,13,18
0,28,13,18
0,29,13,18
0,30,13,18
0,31,13,18
3,1,14,18
0,2,14,18
0,3,14,18
5,4,14,18
2,5,14,18
0,6,14,18
0,7,14,18
4,8,14,18
0,9,14,18
0,10,14,18
0,11,14,18
0,12,14,18
3,13,14,18
1,14,14,18
1,15,14,18
0,16,14,18
0,17,14,18
0,18,14,18
2,19,14,18
0,20,14,18
1,21,14,18
0,22,14,18
0,23,14,18
0,24,14,18
0,25,14,18
0,26,14,18
0,27,14,18
0,28,14,18
0,29,14,18
0,30,14,18
1,31,14,18
2,1,15,18
0,2,15,18
0,3,15,18
7,4,15,18
1,5,15,18
0,6,15,18
0,7,15,18
6,8,15,18
0,9,15,18
0,10,15,18
0,11,15,18
0,12,15,18
3,13,15,18
0,14,15,18
1,15,15,18
0,16,15,18
0,17,15,18
0,18,15,18
2,19,15,18
0,20,15,18
0,21,15,18
0,22,15,18
0,23,15,18
1,24,15,18
0,25,15,18
0,26,15,18
0,27,15,18
0,28,15,18
0,29,15,18
0,30,15,18
0,31,15,18
0,1,16,18
1,2,16,18
9,3,16,18
2,4,16,18
0,5,16,18
0,6,16,18
0,7,16,18
0,8,16,18
0,9,16,18
6,10,16,18
1,11,16,18
0,12,16,18
2,13,16,18
0,14,16,18
0,15,16,18
0,16,16,18
0,17,16,18
0,18,16,18
0,19,16,18
0,20,16,18
0,21,16,18
7,22,16,18
0,23,16,18
0,24,16,18
0,25,16,18
1,26,16,18
0,27,16,18
0,28,16,18
0,29,16,18
0,30,16,18
0,31,16,18
0,1,17,18
0,2,17,18
6,3,17,18
5,4,17,18
0,5,17,18
0,6,17,18
0,7,17,18
0,8,17,18
0,9,17,18
5,10,17,18
0,11,17,18
0,12,17,18
3,13,17,18
1,14,17,18
0,15,17,18
0,16,17,18
1,17,17,18
0,18,17,18
1,19,17,18
0,20,17,18
0,21,17,18
4,22,17,18
0,23,17,18
0,24,17,18
0,25,17,18
3,26,17,18
0,27,17,18
0,28,17,18
0,29,17,18
0,30,17,18
0,31,17,18
0,1,18,18
3,2,18,18
9,3,18,18
2,4,18,18
0,5,18,18
0,6,18,18
0,7,18,18
1,8,18,18
0,9,18,18
7,10,18,18
0,11,18,18
0,12,18,18
3,13,18,18
0,14,18,18
0,15,18,18
1,16,18,18
0,17,18,18
0,18,18,18
0,19,18,18
0,20,18,18
0,21,18,18
2,22,18,18
0,23,18,18
0,24,18,18
0,25,18,18
1,26,18,18
0,27,18,18
0,28,18,18
0,29,18,18
0,30,18,18
0,31,18,18
0,1,19,18
0,2,19,18
6,3,19,18
1,4,19,18
0,5,19,18
0,6,19,18
1,7,19,18
0,8,19,18
0,9,19,18
3,10,19,18
1,11,19,18
0,12,19,18
3,13,19,18
0,14,19,18
0,15,19,18
0,16,19,18
0,17,19,18
0,18,19,18
0,19,19,18
0,20,19,18
0,21,19,18
11,22,19,18
0,23,19,18
0,24,19,18
0,25,19,18
2,26,19,18
0,27,19,18
1,28,19,18
0,29,19,18
0,30,19,18
0,31,19,18
0,1,20,18
2,2,20,18
5,3,20,18
1,4,20,18
0,5,20,18
0,6,20,18
1,7,20,18
1,8,20,18
0,9,20,18
6,10,20,18
0,11,20,18
0,12,20,18
6,13,20,18
0,14,20,18
0,15,20,18
1,16,20,18
0,17,20,18
0,18,20,18
1,19,20,18
0,20,20,18
0,21,20,18
4,22,20,18
0,23,20,18
0,24,20,18
0,25,20,18
1,26,20,18
0,27,20,18
0,28,20,18
0,29,20,18
0,30,20,18
0,31,20,18
0,1,21,18
1,2,21,18
9,3,21,18
2,4,21,18
0,5,21,18
0,6,21,18
0,7,21,18
0,8,21,18
0,9,21,18
8,10,21,18
1,11,21,18
0,12,21,18
5,13,21,18
0,14,21,18
0,15,21,18
0,16,21,18
0,17,21,18
0,18,21,18
0,19,21,18
0,20,21,18
0,21,21,18
2,22,21,18
0,23,21,18
0,24,21,18
0,25,21,18
1,26,21,18
0,27,21,18
0,28,21,18
0,29,21,18
0,30,21,18
0,31,21,18
0,1,22,18
1,2,22,18
6,3,22,18
0,4,22,18
1,5,22,18
0,6,22,18
1,7,22,18
0,8,22,18
0,9,22,18
10,10,22,18
1,11,22,18
0,12,22,18
5,13,22,18
1,14,22,18
0,15,22,18
1,16,22,18
0,17,22,18
0,18,22,18
0,19,22,18
0,20,22,18
0,21,22,18
2,22,22,18
0,23,22,18
0,24,22,18
0,25,22,18
0,26,22,18
0,27,22,18
0,28,22,18
0,29,22,18
0,30,22,18
0,31,22,18
1,1,23,18
1,2,23,18
8,3,23,18
4,4,23,18
0,5,23,18
0,6,23,18
0,7,23,18
1,8,23,18
0,9,23,18
4,10,23,18
2,11,23,18
0,12,23,18
3,13,23,18
1,14,23,18
0,15,23,18
1,16,23,18
0,17,23,18
0,18,23,18
0,19,23,18
0,20,23,18
0,21,23,18
2,22,23,18
0,23,23,18
0,24,23,18
0,25,23,18
1,26,23,18
0,27,23,18
0,28,23,18
0,29,23,18
0,30,23,18
0,31,23,18
0,1,24,18
0,2,24,18
5,3,24,18
2,4,24,18
0,5,24,18
0,6,24,18
0,7,24,18
0,8,24,18
0,9,24,18
4,10,24,18
3,11,24,18
0,12,24,18
6,13,24,18
1,14,24,18
0,15,24,18
2,16,24,18
1,17,24,18
0,18,24,18
0,19,24,18
0,20,24,18
0,21,24,18
5,22,24,18
0,23,24,18
0,24,24,18
0,25,24,18
0,26,24,18
0,27,24,18
0,28,24,18
0,29,24,18
0,30,24,18
0,31,24,18
0,1,25,18
1,2,25,18
7,3,25,18
0,4,25,18
0,5,25,18
1,6,25,18
0,7,25,18
0,8,25,18
0,9,25,18
8,10,25,18
1,11,25,18
0,12,25,18
3,13,25,18
0,14,25,18
0,15,25,18
1,16,25,18
0,17,25,18
0,18,25,18
0,19,25,18
0,20,25,18
0,21,25,18
7,22,25,18
0,23,25,18
0,24,25,18
0,25,25,18
0,26,25,18
0,27,25,18
0,28,25,18
0,29,25,18
0,30,25,18
0,31,25,18
1,1,26,18
1,2,26,18
3,3,26,18
0,4,26,18
1,5,26,18
1,6,26,18
1,7,26,18
0,8,26,18
0,9,26,18
8,10,26,18
3,11,26,18
0,12,26,18
3,13,26,18
0,14,26,18
0,15,26,18
1,16,26,18
0,17,26,18
0,18,26,18
1,19,26,18
0,20,26,18
0,21,26,18
4,22,26,18
0,23,26,18
0,24,26,18
0,25,26,18
1,26,26,18
0,27,26,18
0,28,26,18
0,29,26,18
0,30,26,18
0,31,26,18
0,1,27,18
0,2,27,18
6,3,27,18
2,4,27,18
0,5,27,18
0,6,27,18
0,7,27,18
1,8,27,18
0,9,27,18
9,10,27,18
1,11,27,18
0,12,27,18
2,13,27,18
0,14,27,18
0,15,27,18
0,16,27,18
0,17,27,18
0,18,27,18
0,19,27,18
0,20,27,18
0,21,27,18
7,22,27,18
0,23,27,18
0,24,27,18
0,25,27,18
1,26,27,18
0,27,27,18
0,28,27,18
0,29,27,18
0,30,27,18
0,31,27,18
0,1,28,18
3,2,28,18
3,3,28,18
2,4,28,18
0,5,28,18
0,6,28,18
1,7,28,18
0,8,28,18
0,9,28,18
5,10,28,18
2,11,28,18
1,12,28,18
5,13,28,18
0,14,28,18
0,15,28,18
0,16,28,18
0,17,28,18
0,18,28,18
0,19,28,18
0,20,28,18
0,21,28,18
6,22,28,18
0,23,28,18
0,24,28,18
0,25,28,18
1,26,28,18
0,27,28,18
0,28,28,18
0,29,28,18
0,30,28,18
0,31,28,18
0,1,29,18
0,2,29,18
8,3,29,18
2,4,29,18
0,5,29,18
0,6,29,18
1,7,29,18
0,8,29,18
0,9,29,18
6,10,29,18
2,11,29,18
0,12,29,18
3,13,29,18
0,14,29,18
0,15,29,18
0,16,29,18
0,17,29,18
1,18,29,18
0,19,29,18
0,20,29,18
0,21,29,18
4,22,29,18
0,23,29,18
0,24,29,18
0,25,29,18
2,26,29,18
0,27,29,18
0,28,29,18
0,29,29,18
0,30,29,18
0,31,29,18
0,1,30,18
0,2,30,18
11,3,30,18
1,4,30,18
0,5,30,18
0,6,30,18
1,7,30,18
1,8,30,18
0,9,30,18
4,10,30,18
2,11,30,18
0,12,30,18
3,13,30,18
